dz_2021_code,age_0_years,age_1_year,age_2_years,age_3_years,age_4_years,age_5_years,age_6_years,age_7_years,age_8_years,age_9_years,age_10_years,age_11_years,age_12_years,age_13_years,age_14_years,age_15_years,age_16_years,age_17_years,age_18_years,age_19_years,age_20_years,age_21_years,age_22_years,age_23_years,age_24_years,age_25_years,age_26_years,age_27_years,age_28_years,age_29_years,age_30_years,age_31_years,age_32_years,age_33_years,age_34_years,age_35_years,age_36_years,age_37_years,age_38_years,age_39_years,age_40_years,age_41_years,age_42_years,age_43_years,age_44_years,age_45_years,age_46_years,age_47_years,age_48_years,age_49_years,age_50_years,age_51_years,age_52_years,age_53_years,age_54_years,age_55_years,age_56_years,age_57_years,age_58_years,age_59_years,age_60_years,age_61_years,age_62_years,age_63_years,age_64_years,age_65_years,age_66_years,age_67_years,age_68_years,age_69_years,age_70_years,age_71_years,age_72_years,age_73_years,age_74_years,age_75_years,age_76_years,age_77_years,age_78_years,age_79_years,age_80_years,age_81_years,age_82_years,age_83_years,age_84_years,age_85_years
N20002731,10,4,8,10,6,11,3,6,8,7,13,1,9,5,8,9,6,6,5,5,8,4,7,8,7,7,13,12,14,13,14,10,12,5,9,12,7,11,6,6,9,10,9,4,3,7,9,6,8,8,8,8,10,7,15,6,7,9,6,7,4,10,9,11,4,3,6,5,3,0,4,3,4,0,5,2,3,1,2,1,4,4,0,1,1,6
N20002732,3,5,3,1,8,2,4,5,6,3,5,8,2,4,4,2,6,3,5,8,5,5,6,1,13,3,6,4,8,6,7,5,5,5,3,6,3,5,3,4,3,7,5,2,6,7,4,5,7,12,8,5,5,9,13,3,6,9,7,9,4,11,6,4,3,7,6,0,2,3,0,4,0,4,6,5,5,0,3,2,0,1,0,1,2,10
N20002733,8,7,14,6,10,9,13,12,7,7,7,5,3,4,4,6,3,5,1,4,2,4,2,0,3,4,6,6,7,14,13,9,16,15,7,13,10,8,9,13,12,10,7,6,4,4,7,8,8,4,4,3,6,7,1,3,1,4,4,8,3,2,3,2,3,1,0,1,3,1,1,1,0,2,1,2,2,0,1,1,0,1,0,2,0,0
N20002734,2,0,4,0,4,3,2,1,2,2,2,7,4,1,4,2,1,1,3,4,3,3,4,5,3,1,2,6,2,6,4,3,3,4,1,1,3,2,3,4,2,6,11,5,4,5,4,3,4,3,6,5,8,0,6,2,2,1,3,3,3,2,6,6,8,4,10,0,0,1,2,0,8,5,3,3,4,4,1,3,3,3,4,0,0,6
N20002735,6,8,1,4,1,4,4,5,5,4,5,5,1,5,0,5,5,4,1,1,2,3,9,7,7,7,2,5,10,9,3,7,6,8,9,5,8,6,8,7,9,7,8,5,5,9,6,7,3,10,9,3,3,4,11,5,7,6,9,11,10,8,5,7,3,11,9,4,6,3,5,4,7,4,8,4,6,4,2,5,2,7,4,2,5,36
N20002736,2,3,2,0,4,2,3,2,5,5,5,2,3,6,4,3,1,8,4,2,3,5,3,6,2,4,3,2,3,3,3,5,2,5,4,5,2,5,2,2,3,4,6,2,0,4,4,3,2,7,7,11,6,4,4,7,2,8,10,10,4,12,10,19,8,7,8,5,6,7,3,10,2,2,8,5,3,5,7,4,4,3,1,1,1,4
N20002737,11,4,9,9,9,7,6,5,7,5,5,11,10,17,11,6,7,5,8,4,6,5,6,3,6,3,3,6,5,11,7,12,5,8,11,12,9,9,6,6,10,9,9,7,8,8,10,5,13,4,6,12,16,8,11,9,13,10,13,6,8,9,7,5,4,5,4,1,1,2,4,5,4,3,7,3,1,0,2,0,0,1,1,0,2,1
N20002738,12,8,10,11,7,3,11,8,10,6,4,4,8,2,5,3,4,2,4,2,0,4,1,4,9,7,6,15,14,15,11,14,7,18,13,11,5,10,0,11,6,5,4,5,5,6,7,5,5,1,5,5,2,2,2,4,1,4,3,5,3,1,4,2,4,3,3,3,2,2,2,2,2,2,1,1,0,1,0,0,1,0,0,1,0,2
N20002739,4,4,7,4,5,2,6,5,7,8,4,8,6,5,7,5,3,5,5,4,3,3,4,4,4,2,3,6,3,6,0,4,2,3,8,6,4,4,8,3,7,14,9,5,6,10,8,6,12,10,19,8,8,10,13,9,16,12,16,9,13,13,18,12,9,9,3,9,9,10,11,9,12,13,11,6,12,12,6,6,5,1,4,2,1,9
N20002740,7,6,13,9,4,6,12,12,13,7,5,3,3,16,5,6,2,4,3,4,5,9,4,6,10,9,5,6,8,11,8,9,13,11,11,9,10,6,8,7,6,5,9,10,6,5,4,5,2,12,6,9,13,12,12,13,10,11,11,7,13,9,5,5,5,7,5,9,8,2,5,5,5,8,6,3,1,2,5,4,2,2,3,3,1,9
N20002741,2,2,4,2,7,5,4,10,2,3,4,3,4,6,4,9,9,4,3,5,5,5,7,3,6,3,6,8,7,6,6,2,5,8,5,5,7,2,4,6,8,3,2,1,3,2,0,5,4,3,6,7,9,13,7,5,11,17,13,9,10,9,7,12,2,5,6,7,3,5,4,2,6,3,7,7,8,4,6,3,5,5,6,4,5,8
N20002742,9,12,9,13,11,13,12,13,9,9,12,9,9,15,8,13,7,9,11,5,4,7,7,10,13,12,9,6,6,12,13,12,10,11,7,8,15,7,8,14,7,14,9,12,8,7,5,8,11,15,16,15,16,11,13,10,12,20,10,16,13,10,9,11,8,7,8,9,12,12,8,4,7,11,6,7,11,9,8,5,4,3,7,4,4,23
N20002743,6,5,10,9,6,7,10,11,7,10,8,14,13,14,12,14,13,10,9,10,3,7,6,8,6,12,5,8,8,7,5,6,9,4,10,10,11,6,6,9,7,11,6,14,9,9,7,15,10,14,15,15,21,17,15,17,13,17,14,16,28,14,15,8,15,8,9,10,8,11,9,13,14,15,7,11,12,9,5,5,6,7,5,8,1,19
N20002744,11,7,12,7,9,9,15,10,7,12,7,11,11,7,9,6,10,6,12,5,7,12,6,4,10,5,4,9,8,7,11,6,9,6,6,6,16,12,5,9,10,11,10,7,12,11,8,7,11,10,15,15,13,15,15,10,15,11,12,16,9,8,18,11,14,24,11,13,10,11,17,5,11,3,5,4,3,4,3,2,6,2,3,2,1,13
N20002745,8,6,10,6,9,10,12,4,6,7,14,7,5,8,5,7,9,7,4,3,5,1,2,5,11,3,5,10,7,0,14,4,6,6,8,8,8,10,6,12,7,6,5,7,12,7,10,4,6,11,9,5,3,8,5,5,10,7,4,5,8,7,7,10,6,9,2,5,6,5,5,4,3,7,5,4,4,2,3,5,2,2,3,0,1,6
N20002746,6,2,6,5,7,3,2,6,7,7,6,7,9,6,5,10,14,2,10,7,2,4,5,9,8,7,8,7,5,7,11,3,5,6,5,7,4,9,7,9,8,8,5,10,6,4,6,9,13,8,8,14,12,8,9,11,9,14,16,9,10,15,14,15,8,14,12,7,12,9,7,13,7,4,10,8,7,7,9,4,2,10,5,1,2,9
N20002747,7,6,6,7,3,8,9,9,6,9,7,9,6,7,4,6,8,6,7,6,2,10,10,4,8,6,5,5,7,5,8,7,9,6,7,4,6,11,5,9,9,8,10,7,2,4,8,7,10,9,13,6,7,14,8,9,12,9,10,8,6,12,8,9,5,11,8,4,10,7,9,6,6,7,11,2,3,8,6,4,3,4,2,1,3,12
N20002748,11,5,6,8,8,7,4,10,7,5,6,4,5,8,5,3,5,5,6,6,4,3,5,10,5,7,5,8,8,7,1,8,7,7,8,4,5,4,10,10,6,6,5,6,8,5,6,6,6,9,8,3,9,9,8,7,7,5,7,5,4,1,5,7,6,5,1,1,2,2,3,3,1,3,3,3,2,4,6,2,1,2,2,5,3,8
N20002749,4,4,5,3,6,3,8,5,7,3,4,4,7,5,1,5,1,0,5,1,0,5,1,6,3,5,8,1,1,3,4,10,5,2,6,6,2,4,5,1,5,5,7,4,3,3,7,1,0,3,2,1,4,2,3,2,4,12,10,4,2,7,8,7,2,7,5,6,6,7,5,4,5,12,4,4,5,2,5,4,4,3,3,1,2,6
N20002750,3,5,8,4,10,8,4,3,4,7,8,8,5,6,5,8,5,3,10,2,3,5,2,7,4,4,8,8,2,7,5,3,6,9,7,6,1,6,2,11,4,9,7,6,7,8,7,9,9,11,3,4,1,4,5,4,2,2,3,1,2,1,3,0,3,5,3,1,1,2,2,2,0,1,0,0,0,3,1,0,0,2,1,0,0,1
N20002751,5,1,6,6,3,7,5,7,5,9,5,3,4,6,5,10,9,9,1,7,9,3,9,6,5,6,6,5,4,3,5,7,6,2,3,3,6,4,7,4,4,1,6,5,5,11,6,7,8,9,13,11,7,10,4,14,17,17,14,12,12,6,7,6,7,13,10,6,13,7,8,2,6,6,9,8,7,7,5,5,3,4,5,1,4,8
N20002752,1,1,5,3,2,6,2,5,4,8,3,3,5,3,7,3,6,5,3,2,3,4,3,4,5,6,0,4,4,2,6,3,8,2,4,5,4,3,2,2,8,6,4,6,3,5,5,2,6,2,5,4,7,7,0,6,11,3,3,6,3,2,3,5,9,8,4,4,5,1,2,3,4,5,0,2,0,1,2,3,1,4,0,3,3,8
N20002753,2,4,8,3,8,5,3,3,7,10,12,4,4,5,6,10,4,7,5,4,2,5,5,2,3,8,5,5,4,4,5,1,7,2,7,6,4,2,3,8,5,13,9,10,7,5,14,5,5,4,4,6,5,5,5,6,7,6,8,9,3,9,1,4,8,3,3,8,5,3,0,3,2,8,5,4,2,4,4,0,0,3,0,1,3,6
N20002754,7,3,4,5,5,5,5,2,4,3,5,3,1,5,5,6,4,6,2,2,2,1,1,3,2,1,2,7,2,4,4,3,4,2,2,4,6,3,3,4,3,3,4,7,3,3,6,4,8,3,8,7,4,8,1,6,2,4,8,2,4,2,2,2,1,3,2,3,3,1,5,2,1,3,4,1,2,0,1,0,2,0,2,2,1,8
N20002755,0,1,4,2,0,3,6,5,3,5,7,3,6,5,1,7,5,4,5,2,5,2,4,7,0,3,3,4,4,2,3,0,4,4,1,2,5,1,1,8,5,6,3,6,7,7,5,6,0,3,9,6,11,6,6,15,11,6,12,5,13,11,12,7,11,16,8,6,6,4,6,9,8,13,12,9,10,6,9,11,7,6,2,5,3,18
N20002756,0,0,3,1,8,8,5,5,6,4,10,3,5,3,3,0,6,2,3,1,3,2,1,5,4,2,3,2,2,5,4,6,3,3,5,5,1,5,2,10,8,4,4,4,3,2,12,2,7,9,9,4,8,6,5,7,6,6,6,6,7,6,5,4,4,0,3,9,7,7,6,8,2,2,5,4,6,9,2,7,2,1,2,3,0,11
N20002757,2,4,4,2,10,5,4,7,7,5,7,11,6,9,7,8,12,7,2,4,6,4,11,2,6,3,6,9,3,3,3,5,5,3,5,5,1,8,10,8,6,5,3,1,7,9,15,6,8,12,11,6,11,13,5,15,7,9,4,3,10,2,4,7,6,5,4,3,1,4,2,1,9,1,4,5,4,1,10,1,4,4,2,3,4,4
N20002758,1,2,1,1,3,2,4,2,4,2,10,2,6,4,2,2,4,3,3,6,4,3,4,2,3,4,5,0,3,3,0,3,1,3,4,1,2,3,3,1,5,1,5,3,7,4,3,8,5,7,6,9,6,10,7,3,5,6,10,7,9,9,11,3,5,12,4,1,9,3,11,8,9,8,6,12,11,11,4,2,5,5,3,2,7,7
N20002759,4,2,0,1,1,2,2,3,2,3,2,2,4,1,2,1,0,1,0,3,3,3,5,0,2,1,1,1,1,3,1,4,2,2,2,2,3,3,2,3,2,3,4,3,3,3,2,2,3,3,5,6,3,3,5,6,6,3,1,3,1,3,5,1,7,3,5,1,2,0,3,6,7,3,1,4,0,6,1,2,0,1,0,1,3,7
N20002760,6,1,6,7,7,4,9,4,6,6,4,4,3,4,7,4,6,5,5,7,3,3,5,6,4,4,3,1,6,4,5,10,8,6,6,2,9,6,7,1,1,13,5,6,8,1,2,5,9,3,11,7,13,7,4,12,5,7,5,4,7,8,5,5,5,10,9,4,4,4,5,4,7,8,4,3,2,2,3,2,0,6,3,0,0,12
N20002761,2,1,5,3,6,4,6,5,5,8,9,4,7,4,5,5,5,11,6,5,6,3,4,2,2,2,7,4,8,2,6,12,0,1,6,3,12,5,5,2,9,4,4,7,7,5,5,15,6,7,17,4,8,6,7,8,9,10,7,3,6,6,6,13,8,4,11,4,11,7,7,4,11,4,7,5,6,9,4,10,5,1,7,2,6,49
N20002762,4,4,2,6,5,5,2,2,7,4,4,10,9,2,4,7,5,4,5,3,4,4,2,3,3,2,6,5,3,6,4,4,3,5,7,4,2,4,2,6,6,2,8,7,10,2,5,12,8,8,6,11,5,10,14,18,9,9,14,8,15,11,12,13,12,7,13,8,7,5,12,11,16,8,12,10,14,11,13,8,7,6,9,5,3,27
N20002763,3,2,3,1,9,3,7,6,4,3,6,2,7,3,8,4,5,3,6,3,5,11,5,2,4,5,6,3,4,5,6,0,1,3,6,8,3,8,6,11,3,8,4,5,6,6,3,8,3,3,7,7,10,12,5,9,12,11,10,9,5,7,7,6,8,9,6,5,8,13,5,2,4,5,3,1,3,2,4,1,1,3,1,3,1,6
N20002764,7,4,6,6,5,7,6,2,9,6,8,9,11,6,6,14,9,2,11,5,6,6,11,12,6,6,3,3,10,3,6,7,3,6,9,5,8,4,5,3,7,10,7,6,6,10,8,7,15,10,11,14,18,16,6,9,7,14,14,5,6,1,9,5,4,4,6,4,6,0,1,3,3,4,3,4,4,0,3,0,3,1,3,2,0,5
N20002765,7,5,4,12,6,1,10,6,6,5,7,9,8,10,17,10,8,14,8,7,12,10,13,6,9,7,5,8,0,5,7,14,7,4,14,5,9,4,6,3,10,6,3,9,5,15,9,14,14,7,10,18,17,17,7,15,10,17,11,5,6,6,4,4,3,2,2,5,4,2,1,3,2,2,0,0,2,2,1,1,1,1,0,1,0,2
N20002766,6,2,2,3,4,1,1,4,2,3,1,3,4,1,5,5,5,4,1,2,3,2,4,1,3,3,4,2,4,2,3,4,2,3,2,2,3,2,3,3,5,3,1,2,3,2,4,3,2,9,2,4,3,2,4,5,3,4,10,5,7,9,8,10,6,1,8,4,8,8,6,3,2,7,6,2,0,0,4,1,1,0,0,0,0,2
N20002767,4,4,4,4,7,4,11,4,3,8,8,3,6,4,5,8,3,5,3,3,5,3,3,3,4,4,3,5,5,4,7,3,13,3,8,6,8,4,9,7,9,9,3,7,4,7,6,4,2,1,7,1,4,2,3,4,7,6,7,6,7,6,6,5,9,6,2,4,4,4,5,6,3,2,4,0,6,3,3,4,0,0,1,0,1,4
N20002768,5,14,5,7,9,11,12,5,10,9,14,13,17,15,10,11,18,9,11,11,11,6,14,10,10,12,8,9,7,9,13,12,10,9,7,9,12,10,9,13,8,21,15,10,6,13,16,16,21,9,12,9,19,10,23,21,24,13,14,14,16,8,6,7,9,7,5,4,7,5,2,5,0,6,8,2,1,3,5,5,5,2,3,1,1,6
N20002769,10,14,14,12,13,8,5,10,16,7,8,8,7,9,4,8,11,6,7,4,8,5,6,8,9,8,12,10,15,10,21,10,10,17,13,7,7,11,10,7,4,7,8,10,6,9,9,7,5,9,7,12,12,10,9,6,11,6,5,4,1,5,1,0,2,1,1,0,1,1,2,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0
N20002770,4,5,4,4,9,8,11,11,11,15,13,14,17,12,20,20,17,17,15,16,10,5,7,7,5,3,7,4,9,2,9,9,6,5,4,5,6,7,16,15,13,9,11,9,12,14,19,16,25,21,14,18,14,7,18,12,9,10,6,5,7,9,5,3,3,2,3,1,2,2,3,1,0,1,1,1,0,1,1,2,0,1,0,0,0,2
N20002771,3,1,6,3,2,6,4,5,5,4,3,7,5,3,6,6,3,6,2,4,5,4,4,4,2,5,10,4,2,1,3,3,5,2,3,4,3,2,7,4,5,4,4,14,13,6,8,2,1,2,7,12,10,9,7,7,2,1,3,0,4,5,2,2,5,3,2,1,1,5,1,3,2,1,2,0,1,0,1,2,0,2,1,0,0,1
N20002772,2,6,4,8,9,6,7,12,9,12,7,8,8,10,9,5,5,6,6,3,9,2,2,9,1,4,9,4,4,5,5,9,6,3,12,4,3,6,9,3,7,5,7,3,6,5,3,1,7,4,2,5,2,7,5,8,5,2,6,2,1,5,1,2,3,2,4,1,1,0,3,2,1,0,2,1,2,0,1,1,1,0,2,1,0,1
N20002773,1,5,1,1,3,3,1,1,6,1,1,2,1,3,3,4,2,4,7,4,4,4,4,6,3,2,3,3,3,4,3,6,4,4,5,5,6,0,3,4,1,4,2,6,4,5,10,5,4,2,7,7,5,0,6,6,5,9,11,4,9,4,6,2,6,2,8,6,10,10,10,2,5,8,4,12,5,7,3,8,2,2,6,4,4,6
N20002774,12,3,6,11,6,6,9,4,2,13,8,2,11,13,10,12,8,8,10,6,6,14,6,6,12,13,10,13,10,9,9,7,16,12,10,5,10,12,12,9,7,9,8,11,7,6,5,9,7,15,13,20,5,15,10,14,13,19,14,17,18,20,12,13,10,11,15,10,5,10,5,6,7,6,8,2,7,2,1,2,3,1,0,1,2,3
N20002775,6,3,4,3,7,4,4,5,5,7,9,5,6,8,6,13,11,9,10,14,11,10,10,6,4,9,14,6,7,9,7,9,9,6,3,5,5,7,9,3,9,6,5,4,6,5,10,10,12,17,12,12,18,21,16,19,17,20,19,27,20,12,14,14,15,18,11,9,5,11,15,7,9,6,6,4,7,2,1,3,1,4,1,4,2,13
N20002776,1,6,1,3,4,4,3,3,3,1,4,1,1,4,2,4,3,5,3,4,4,1,0,2,4,1,3,2,3,1,4,2,6,1,5,5,0,3,4,4,5,0,3,7,7,5,4,9,6,5,4,3,5,2,3,2,9,5,4,3,2,4,4,1,3,2,1,2,2,4,2,4,3,3,3,2,6,0,3,2,2,0,2,1,3,0
N20002777,3,5,4,3,3,3,5,5,4,4,6,4,7,4,9,4,4,7,3,4,2,3,5,3,8,4,0,8,5,3,4,4,3,3,4,2,4,3,5,6,4,3,0,6,2,6,2,5,9,4,5,7,2,5,18,10,6,4,7,17,8,9,13,12,10,5,3,4,6,7,8,2,4,7,5,4,7,2,6,3,1,2,0,2,1,4
N20002778,6,9,6,4,15,5,4,10,6,11,7,5,8,6,11,5,13,4,7,7,6,3,3,4,5,11,13,13,8,13,10,13,11,6,14,16,2,10,9,7,8,6,11,9,11,5,7,11,7,11,6,9,10,9,11,9,11,11,9,17,11,8,14,4,13,6,8,7,5,7,5,6,5,4,5,4,9,5,5,5,3,6,2,9,3,12
N20002779,5,5,7,8,3,7,6,4,11,5,7,4,9,2,9,6,3,6,2,10,5,4,3,2,7,6,7,4,7,5,8,8,8,6,6,8,4,4,7,4,5,6,2,4,7,4,4,0,8,3,5,8,3,7,5,7,9,9,8,7,4,6,4,3,6,5,3,9,5,3,6,4,1,2,2,2,1,6,0,4,2,2,1,4,1,11
N20002780,1,5,13,5,5,5,2,9,3,7,5,4,3,6,3,5,9,1,2,3,3,9,7,5,13,9,4,10,1,14,8,9,11,4,11,7,9,7,9,3,4,3,8,3,6,1,5,3,10,1,4,6,7,6,3,4,7,6,4,6,8,4,5,2,5,4,3,8,6,8,9,5,2,5,9,10,5,6,6,8,13,5,6,6,10,58
N20002781,9,11,7,14,9,12,9,12,7,6,10,6,6,7,11,8,10,10,3,8,4,6,7,7,5,7,13,9,8,6,4,7,4,8,10,14,9,16,7,3,8,7,8,4,5,5,5,8,15,3,4,7,8,8,7,10,10,4,5,10,5,3,8,4,4,7,1,4,4,2,1,4,4,4,3,4,8,4,5,2,3,1,5,3,1,29
N20002782,2,2,5,1,3,3,4,3,6,1,3,3,3,4,6,5,6,4,0,3,4,3,10,4,8,2,3,6,4,6,4,4,3,0,2,3,9,6,4,3,7,4,8,3,1,2,4,5,2,8,6,11,5,6,5,4,7,6,2,4,6,6,5,8,6,5,2,4,5,4,2,5,0,4,6,5,9,4,4,3,4,4,5,0,1,6
N20002783,2,3,0,3,3,2,3,1,1,4,2,3,1,1,2,4,3,5,6,0,0,1,0,0,2,2,2,3,3,4,0,2,5,2,6,2,2,2,1,4,6,6,2,3,5,1,3,4,3,4,8,3,5,2,6,3,3,2,6,2,4,8,7,8,7,2,5,10,8,14,15,9,12,14,9,9,2,10,10,10,9,3,1,4,2,17
N20002784,4,3,5,10,7,4,6,3,6,4,2,2,7,9,1,5,4,6,4,4,9,7,3,1,6,5,8,3,6,10,3,6,6,2,2,3,3,2,4,1,9,3,7,4,9,1,3,4,7,5,2,8,7,9,4,4,2,5,2,4,1,3,3,2,2,3,5,5,4,6,7,2,2,2,4,1,2,3,3,1,1,4,1,3,2,4
N20002785,5,5,2,4,1,4,3,1,5,3,0,2,7,7,1,3,2,2,6,3,6,3,4,1,2,0,0,2,4,4,3,3,4,2,2,5,6,1,5,6,4,4,5,6,1,3,3,5,2,4,1,4,9,7,3,5,5,3,4,1,3,2,3,2,4,5,4,4,8,3,3,5,5,8,9,8,7,6,6,15,6,1,0,3,3,11
N20002786,1,3,2,3,4,3,5,4,5,4,7,2,7,8,5,1,11,7,4,5,10,7,5,8,6,7,7,5,9,5,6,1,0,2,7,5,4,3,7,2,5,8,3,2,4,3,3,5,10,10,7,15,8,6,10,13,9,14,8,7,12,8,18,15,13,8,6,7,5,2,5,5,2,7,6,1,4,4,5,3,3,4,5,1,1,11
N20002787,1,7,6,4,2,3,6,6,7,4,3,3,5,5,2,2,0,3,3,3,4,7,7,6,6,6,5,8,11,5,9,12,5,4,8,7,6,3,3,3,7,3,2,3,4,6,4,3,7,7,7,8,3,9,5,2,9,6,8,4,2,5,7,8,2,3,2,6,3,0,4,2,3,5,2,1,3,6,0,3,2,2,3,4,4,13
N20002788,3,5,2,8,5,6,2,8,3,6,4,2,2,2,3,7,6,2,5,1,7,5,3,3,1,3,4,3,3,2,3,8,7,5,7,4,3,4,7,8,9,5,4,5,7,4,6,4,7,6,6,7,6,6,6,5,2,5,2,5,4,6,6,12,6,7,7,6,7,9,8,8,4,7,9,4,3,1,4,7,4,5,4,7,1,21
N20002789,0,1,1,3,2,4,2,5,0,3,4,3,6,3,6,4,5,6,2,4,2,3,6,7,4,3,4,1,0,2,1,3,2,4,6,2,2,4,4,4,2,3,0,4,4,3,6,7,6,7,9,9,11,1,12,12,9,9,12,7,2,10,8,14,9,13,9,11,8,5,4,8,6,18,16,7,7,6,4,13,6,3,12,5,5,34
N20002790,4,6,4,9,4,1,0,4,5,7,11,8,7,7,5,4,4,5,7,2,5,6,7,12,4,11,6,8,7,6,6,13,5,6,6,9,6,6,4,7,8,11,5,4,6,7,9,5,12,13,9,12,12,13,4,10,5,13,6,7,7,4,7,4,7,8,5,8,10,5,5,6,4,1,7,2,2,5,7,2,5,0,3,4,0,7
N20002791,4,9,3,5,3,8,11,2,2,5,5,4,3,1,4,4,2,4,2,2,3,7,4,6,2,6,10,9,3,5,4,8,8,9,4,5,6,5,5,7,11,6,1,2,4,4,3,5,3,3,6,7,3,7,8,4,9,6,12,3,2,5,3,2,3,2,6,4,2,3,6,0,0,4,0,1,2,4,0,3,0,1,0,0,1,6
N20002792,4,2,3,3,1,3,4,3,2,1,3,7,4,2,5,5,5,7,4,2,4,3,4,3,6,7,2,4,5,1,4,6,2,3,2,2,6,5,7,5,4,7,4,4,3,4,7,5,11,4,8,8,4,9,11,8,5,7,10,6,6,11,10,7,5,8,6,6,7,3,7,8,7,9,10,5,5,6,4,8,5,4,5,5,7,24
N20002793,2,0,0,0,0,0,0,1,0,1,0,1,4,4,3,2,1,0,0,4,0,1,0,2,1,2,0,1,0,1,1,2,4,2,3,3,2,0,1,2,1,2,1,3,0,1,3,2,2,6,5,0,3,2,5,2,10,7,4,3,4,4,1,3,6,6,6,9,8,6,6,8,7,11,5,1,8,10,6,8,8,5,1,7,4,42
N20002794,4,4,5,5,4,8,4,10,8,12,3,6,10,6,3,5,6,6,6,1,0,3,3,6,6,6,3,2,4,5,6,9,9,4,6,3,5,8,3,12,9,5,4,3,4,8,3,8,4,4,6,6,3,6,9,7,7,6,6,7,5,9,4,6,3,5,5,6,4,6,3,5,3,4,2,2,3,5,1,3,2,2,4,5,4,10
N20002795,5,2,6,2,4,0,5,1,0,4,2,2,5,2,3,4,5,3,2,0,3,3,5,4,4,5,6,3,7,6,8,5,6,1,2,1,2,6,5,6,2,9,5,3,5,1,2,10,7,4,4,2,9,9,9,10,8,6,7,9,10,9,9,8,11,9,6,11,11,10,6,15,8,11,14,10,6,7,5,4,7,6,2,4,3,34
N20002796,2,6,4,1,3,4,7,5,5,5,4,7,2,3,7,6,3,4,2,8,6,6,4,10,2,8,5,5,10,8,5,12,5,7,7,8,5,9,1,3,7,4,5,6,4,3,4,2,7,6,4,5,5,5,5,13,8,8,11,7,4,5,4,6,4,7,3,7,4,3,6,6,2,4,4,2,1,2,0,0,0,1,4,1,0,3
N20002797,5,5,7,3,8,12,7,6,7,11,8,10,8,1,1,4,4,7,7,4,6,6,10,9,9,6,6,9,7,11,4,7,5,6,5,7,8,10,9,7,9,9,9,7,10,8,8,13,6,9,8,10,9,4,4,7,11,4,3,9,3,9,4,10,7,5,3,2,2,2,2,1,1,3,0,3,1,3,2,0,2,1,1,0,1,5
N20002798,7,4,1,5,2,4,4,2,1,1,0,3,3,2,1,1,1,3,2,5,2,6,3,5,8,5,5,9,4,10,11,9,9,4,10,9,4,10,11,1,6,11,2,1,7,2,4,8,4,3,9,10,2,4,6,7,9,8,6,10,4,5,2,4,4,2,2,4,2,2,2,4,4,6,2,1,5,6,4,2,1,6,1,2,0,9
N20002799,6,6,6,14,5,5,6,10,4,11,11,9,7,6,7,7,2,2,4,2,4,3,9,4,4,6,4,4,7,3,5,6,9,14,7,5,8,4,10,8,9,6,9,5,4,3,10,5,5,7,12,3,6,2,11,11,8,8,13,3,8,7,6,10,3,3,4,4,5,4,2,4,2,5,5,4,4,3,0,3,3,2,6,4,6,5
N20002800,2,2,3,2,3,2,5,3,4,4,1,1,2,2,5,3,1,2,1,3,3,5,6,6,3,3,5,3,4,1,1,4,1,2,0,3,4,3,4,2,8,3,4,4,11,4,7,5,4,3,4,5,11,6,7,8,13,4,8,7,12,17,15,11,12,11,14,14,13,7,12,12,12,8,21,8,10,8,9,2,4,9,6,3,8,19
N20002801,1,1,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,1,1,2,1,2,1,1,2,2,0,0,3,1,0,0,0,1,2,0,0,3,1,1,3,3,1,2,2,1,1,3,3,3,4,2,3,0,5,5,3,4,5,3,1,3,4,4,5,3,6,4,11,9,10,8,8,7,3,1,11,23
N20002802,5,6,5,6,7,11,8,7,14,5,11,11,18,11,15,13,12,15,15,14,7,13,8,10,16,13,6,8,4,6,3,7,8,8,5,8,11,4,5,8,8,4,16,17,16,8,12,18,17,12,12,16,20,19,21,17,11,15,16,31,18,16,13,17,6,11,11,14,11,8,8,3,8,13,11,8,7,8,6,4,2,3,3,5,8,16
N20002803,5,5,4,5,0,0,3,2,3,2,4,0,7,4,4,9,3,3,5,1,3,5,7,3,1,8,8,7,5,3,6,1,8,3,7,6,6,4,7,5,6,2,2,9,1,4,4,6,4,4,7,6,12,6,10,6,6,1,4,5,7,3,7,4,7,9,7,11,5,5,8,5,6,12,7,12,3,5,7,2,6,4,9,2,1,6
N20002804,6,2,10,6,2,4,4,0,3,7,7,3,7,4,3,6,2,1,3,4,1,3,11,4,3,5,10,5,8,4,5,5,4,3,5,6,5,6,3,3,6,6,3,8,6,4,1,6,1,5,3,3,5,7,5,3,11,14,17,14,22,28,16,25,19,17,16,10,16,6,22,14,8,19,10,4,9,8,5,7,3,5,5,2,5,16
N20002805,3,3,2,5,4,4,2,1,7,6,7,4,7,4,8,6,9,9,10,5,6,8,7,9,5,9,5,11,5,6,3,8,2,9,4,6,7,5,0,6,3,6,8,3,8,5,9,5,7,10,8,13,18,11,13,15,5,9,8,6,10,4,7,6,5,2,1,4,1,1,2,5,6,3,3,4,5,0,3,3,3,1,3,1,0,2
N20002806,3,7,9,6,7,7,8,8,8,7,3,6,1,5,3,4,7,9,6,5,9,6,10,5,3,7,3,9,12,6,7,6,13,4,3,7,8,3,5,7,10,10,8,3,2,8,6,6,6,5,6,13,13,8,13,9,7,12,12,5,8,4,6,4,6,2,3,3,3,1,2,5,0,5,2,1,1,0,0,3,1,0,0,0,1,2
